CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12442.0,2,1,172.06,4,1,1,411,Promising / Recent Buyers
12444.0,20,5,5005.46,3,3,4,334,Loyal Customers
12445.0,21,1,133.4,3,1,1,311,Promising / Recent Buyers
12446.0,57,1,1002.3100000000001,2,1,3,213,Hibernating
12447.0,242,1,476.49,1,1,2,112,Lost Customers
12448.0,43,1,449.45,3,1,2,312,Promising / Recent Buyers
12449.0,21,4,4067.29,3,3,4,334,Loyal Customers
12450.0,155,2,197.88,1,2,1,121,Hibernating
12451.0,10,5,9035.52,4,3,4,434,Loyal Customers
12452.0,16,2,430.57000000000005,4,2,2,422,Promising / Recent Buyers
12453.0,133,1,707.09,2,1,3,213,Hibernating
12454.0,55,1,3528.34,2,1,4,214,Hibernating
12455.0,72,6,2466.86,2,4,4,244,At Risk / Need Attention
12456.0,43,3,3181.04,3,3,4,334,Loyal Customers
12457.0,65,7,2363.23,2,4,4,244,At Risk / Need Attention
12458.0,70,2,947.4,2,2,3,223,Hibernating
12461.0,93,2,826.88,2,2,3,223,Hibernating
12462.0,18,2,1189.59,3,2,3,323,Promising / Recent Buyers
12463.0,52,4,1344.78,2,3,3,233,At Risk / Need Attention
12464.0,9,8,1212.05,4,4,3,443,Champions
12465.0,16,2,742.19,4,2,3,423,Promising / Recent Buyers
12468.0,187,2,729.54,1,2,3,123,Hibernating
12471.0,1,30,19788.65,4,4,4,444,Champions
12472.0,31,7,6572.11,3,4,4,344,Loyal Customers
12473.0,28,5,3928.05,3,3,4,334,Loyal Customers
12474.0,16,18,7324.09,4,4,4,444,Champions
12475.0,53,1,723.38,2,1,3,213,Hibernating
12476.0,15,11,6816.42,4,4,4,444,Champions
12477.0,22,6,13219.74,3,4,4,344,Loyal Customers
12478.0,3,1,680.99,4,1,3,413,Promising / Recent Buyers
12479.0,10,1,527.2,4,1,2,412,Promising / Recent Buyers
12480.0,27,4,3281.63,3,3,4,334,Loyal Customers
12481.0,22,10,5579.82,3,4,4,344,Loyal Customers
12483.0,16,8,2484.98,4,4,4,444,Champions
12484.0,32,6,4527.32,3,4,4,344,Loyal Customers
12488.0,9,3,1298.66,4,3,3,433,Loyal Customers
12489.0,335,1,334.93,1,1,2,112,Lost Customers
12490.0,4,10,5417.93,4,4,4,444,Champions
12491.0,38,1,460.40000000000003,3,1,2,312,Promising / Recent Buyers
12492.0,62,2,263.21000000000004,2,2,1,221,Hibernating
12493.0,165,2,433.74,1,2,2,122,Hibernating
12494.0,15,7,1246.1,4,4,3,443,Champions
12497.0,81,1,1043.1,2,1,3,213,Hibernating
12498.0,20,3,403.70000000000005,3,3,2,332,Loyal Customers
12500.0,22,11,4257.82,3,4,4,344,Loyal Customers
12501.0,336,1,2169.39,1,1,4,114,Lost Customers
12502.0,95,5,3723.87,2,3,4,234,At Risk / Need Attention
12504.0,17,2,482.04999999999995,4,2,2,422,Promising / Recent Buyers
12506.0,232,1,73.5,1,1,1,111,Lost Customers
12507.0,133,3,1304.81,2,3,3,233,At Risk / Need Attention
12508.0,25,2,397.88,3,2,2,322,Promising / Recent Buyers
12509.0,283,1,176.5,1,1,1,111,Lost Customers
12510.0,142,2,982.5699999999999,1,2,3,123,Hibernating
12512.0,65,2,132.18,2,2,1,221,Hibernating
12513.0,112,1,612.29,2,1,2,212,Hibernating
12514.0,266,1,1017.6800000000001,1,1,3,113,Lost Customers
12515.0,352,1,383.7,1,1,2,112,Lost Customers
12516.0,77,2,1312.06,2,2,3,223,Hibernating
12517.0,27,5,2481.6,3,3,4,334,Loyal Customers
12518.0,0,5,2056.89,4,3,4,434,Loyal Customers
12519.0,63,1,330.84000000000003,2,1,2,212,Hibernating
12520.0,78,5,2634.26,2,3,4,234,At Risk / Need Attention
12521.0,142,1,599.68,1,1,2,112,Lost Customers
12522.0,38,2,192.72,3,2,1,321,Promising / Recent Buyers
12523.0,18,11,1789.77,3,4,4,344,Loyal Customers
12524.0,8,8,4485.72,4,4,4,444,Champions
12526.0,0,3,1316.66,4,3,3,433,Loyal Customers
12527.0,81,3,348.71000000000004,2,3,2,232,At Risk / Need Attention
12528.0,8,6,1933.48,4,4,4,444,Champions
12530.0,59,4,1662.28,2,3,4,234,At Risk / Need Attention
12531.0,14,1,125.22,4,1,1,411,Promising / Recent Buyers
12532.0,29,1,349.83000000000004,3,1,2,312,Promising / Recent Buyers
12534.0,130,1,1089.18,2,1,3,213,Hibernating
12535.0,91,2,716.35,2,2,3,223,Hibernating
12536.0,42,3,12601.830000000002,3,3,4,334,Loyal Customers
12538.0,28,1,363.95,3,1,2,312,Promising / Recent Buyers
12539.0,21,4,5568.35,3,3,4,334,Loyal Customers
12540.0,19,17,13400.24,3,4,4,344,Loyal Customers
12541.0,29,3,981.18,3,3,3,333,Loyal Customers
12544.0,35,1,372.7,3,1,2,312,Promising / Recent Buyers
12545.0,74,2,1000.39,2,2,3,223,Hibernating
12546.0,46,2,1161.5,3,2,3,323,Promising / Recent Buyers
12547.0,197,2,207.8,1,2,1,121,Hibernating
12548.0,165,1,95.19999999999999,1,1,1,111,Lost Customers
12550.0,78,1,964.83,2,1,3,213,Hibernating
12551.0,357,1,168.0,1,1,1,111,Lost Customers
12552.0,38,2,437.82,3,2,2,322,Promising / Recent Buyers
12553.0,7,10,3692.28,4,4,4,444,Champions
12556.0,49,2,599.56,3,2,2,322,Promising / Recent Buyers
12557.0,15,5,11990.960000000001,4,3,4,434,Loyal Customers
12558.0,7,1,269.96,4,1,1,411,Promising / Recent Buyers
12559.0,310,2,561.71,1,2,2,122,Hibernating
12560.0,4,3,2134.01,4,3,4,434,Loyal Customers
12561.0,302,1,238.85,1,1,1,111,Lost Customers
12562.0,7,7,3781.7400000000002,4,4,4,444,Champions
12564.0,260,1,456.90000000000003,1,1,2,112,Lost Customers
12565.0,288,1,145.92000000000002,1,1,1,111,Lost Customers
12566.0,85,1,351.65,2,1,2,212,Hibernating
12567.0,22,10,9401.28,3,4,4,344,Loyal Customers
12569.0,1,32,4124.6900000000005,4,4,4,444,Champions
12571.0,39,2,519.61,3,2,2,322,Promising / Recent Buyers
12572.0,8,2,1020.4200000000001,4,2,3,423,Promising / Recent Buyers
12573.0,226,1,160.54000000000002,1,1,1,111,Lost Customers
12574.0,315,1,218.45000000000002,1,1,1,111,Lost Customers
12576.0,35,5,1315.83,3,3,3,333,Loyal Customers
12577.0,34,3,626.6,3,3,2,332,Loyal Customers
12578.0,20,2,2794.51,3,2,4,324,Promising / Recent Buyers
12579.0,77,1,440.42,2,1,2,212,Hibernating
12580.0,246,1,415.7,1,1,2,112,Lost Customers
12581.0,39,1,197.71,3,1,1,311,Promising / Recent Buyers
12582.0,238,2,511.36,1,2,2,122,Hibernating
12583.0,2,15,7281.38,4,4,4,444,Champions
12584.0,3,9,2338.15,4,4,4,444,Champions
12585.0,233,2,2040.1,1,2,4,124,Hibernating
12586.0,16,1,196.94000000000003,4,1,1,411,Promising / Recent Buyers
12587.0,7,1,144.0,4,1,1,411,Promising / Recent Buyers
12588.0,38,1,214.89999999999998,3,1,1,311,Promising / Recent Buyers
12589.0,28,2,646.68,3,2,2,322,Promising / Recent Buyers
12590.0,210,2,9864.26,1,2,4,124,Hibernating
12591.0,316,1,452.84999999999997,1,1,2,112,Lost Customers
12592.0,91,2,437.6,2,2,2,222,Hibernating
12593.0,108,3,418.1,2,3,2,232,At Risk / Need Attention
12594.0,37,10,3338.2200000000003,3,4,4,344,Loyal Customers
12596.0,50,2,618.27,3,2,2,322,Promising / Recent Buyers
12597.0,18,4,3811.22,3,3,4,334,Loyal Customers
12598.0,9,8,3023.08,4,4,4,444,Champions
12599.0,28,7,1032.58,3,4,3,343,Loyal Customers
12600.0,28,10,2599.04,3,4,4,344,Loyal Customers
12601.0,189,5,577.0600000000001,1,3,2,132,At Risk / Need Attention
12602.0,58,1,153.12,2,1,1,211,Hibernating
12603.0,21,1,739.1999999999999,3,1,3,313,Promising / Recent Buyers
12604.0,78,2,254.18,2,2,1,221,Hibernating
12607.0,59,1,1579.51,2,1,3,213,Hibernating
12609.0,77,3,1126.85,2,3,3,233,At Risk / Need Attention
12610.0,22,5,2099.54,3,3,4,334,Loyal Customers
12611.0,51,1,1193.32,2,1,3,213,Hibernating
12612.0,73,1,704.04,2,1,3,213,Hibernating
12613.0,56,5,3344.38,2,3,4,234,At Risk / Need Attention
12614.0,277,1,315.6,1,1,2,112,Lost Customers
12615.0,1,4,2291.19,4,3,4,434,Loyal Customers
12616.0,94,2,713.3,2,2,3,223,Hibernating
12617.0,28,1,352.98,3,1,2,312,Promising / Recent Buyers
12618.0,21,1,177.31,3,1,1,311,Promising / Recent Buyers
12619.0,15,9,3641.24,4,4,4,444,Champions
12620.0,14,3,1339.41,4,3,3,433,Loyal Customers
12621.0,1,20,13689.67,4,4,4,444,Champions
12622.0,231,1,180.1,1,1,1,111,Lost Customers
12623.0,275,1,305.1,1,1,1,111,Lost Customers
12624.0,105,2,641.13,2,2,2,222,Hibernating
12625.0,211,2,2683.82,1,2,4,124,Hibernating
12626.0,22,9,6620.4800000000005,3,4,4,344,Loyal Customers
12627.0,10,7,4478.53,4,4,4,444,Champions
12628.0,3,3,786.46,4,3,3,433,Loyal Customers
12630.0,9,2,1270.88,4,2,3,423,Promising / Recent Buyers
12631.0,56,1,640.5,2,1,2,212,Hibernating
12633.0,58,4,2163.98,2,3,4,234,At Risk / Need Attention
12635.0,89,2,1689.18,2,2,4,224,Hibernating
12637.0,66,8,6002.9,2,4,4,244,At Risk / Need Attention
12638.0,32,1,671.69,3,1,3,313,Promising / Recent Buyers
12639.0,238,1,486.1,1,1,2,112,Lost Customers
12640.0,23,3,1174.58,3,3,3,333,Loyal Customers
12641.0,114,1,185.9,2,1,1,211,Hibernating
12642.0,24,3,1013.26,3,3,3,333,Loyal Customers
12643.0,127,6,3344.64,2,4,4,244,At Risk / Need Attention
12644.0,129,1,477.90999999999997,2,1,2,212,Hibernating
12645.0,33,4,1775.18,3,3,4,334,Loyal Customers
12646.0,4,2,1346.97,4,2,3,423,Promising / Recent Buyers
12647.0,21,12,3722.82,3,4,4,344,Loyal Customers
12648.0,154,1,318.05,1,1,2,112,Lost Customers
12649.0,106,3,623.51,2,3,2,232,At Risk / Need Attention
12650.0,2,1,314.44,4,1,2,412,Promising / Recent Buyers
12651.0,334,1,114.0,1,1,1,111,Lost Customers
12652.0,330,1,919.98,1,1,3,113,Lost Customers
12653.0,148,2,2209.85,1,2,4,124,Hibernating
12654.0,10,5,601.98,4,3,2,432,Loyal Customers
12656.0,16,5,4051.17,4,3,4,434,Loyal Customers
12657.0,10,4,1643.18,4,3,3,433,Loyal Customers
12658.0,18,1,686.05,3,1,3,313,Promising / Recent Buyers
12659.0,29,1,91.68,3,1,1,311,Promising / Recent Buyers
12660.0,10,1,245.10000000000002,4,1,1,411,Promising / Recent Buyers
12662.0,0,11,3849.78,4,4,4,444,Champions
12664.0,7,9,4881.88,4,4,4,444,Champions
12665.0,324,1,63.0,1,1,1,111,Lost Customers
12667.0,57,1,620.13,2,1,2,212,Hibernating
12668.0,11,4,3807.15,4,3,4,434,Loyal Customers
12669.0,150,3,2744.0299999999997,1,3,4,134,At Risk / Need Attention
12670.0,9,5,2996.05,4,3,4,434,Loyal Customers
12672.0,329,1,225.9,1,1,1,111,Lost Customers
12673.0,4,2,610.52,4,2,2,422,Promising / Recent Buyers
12674.0,38,4,1970.6,3,3,4,334,Loyal Customers
12676.0,24,6,1331.39,3,4,3,343,Loyal Customers
12678.0,41,12,17628.46,3,4,4,344,Loyal Customers
12679.0,58,4,1113.02,2,3,3,233,At Risk / Need Attention
12680.0,0,4,862.81,4,3,3,433,Loyal Customers
12681.0,14,22,13787.54,4,4,4,444,Champions
12682.0,3,31,12279.82,4,4,4,444,Champions
12683.0,3,15,8476.57,4,4,4,444,Champions
12684.0,7,7,2283.63,4,4,4,444,Champions
12685.0,27,6,2863.08,3,4,4,344,Loyal Customers
12686.0,371,1,89.14,1,1,1,111,Lost Customers
12688.0,113,1,4873.81,2,1,4,214,Hibernating
12689.0,25,2,1247.6100000000001,3,2,3,323,Promising / Recent Buyers
12690.0,205,1,389.01,1,1,2,112,Lost Customers
12691.0,27,6,1035.8,3,4,3,343,Loyal Customers
12693.0,126,4,855.91,2,3,3,233,At Risk / Need Attention
12694.0,69,2,869.67,2,2,3,223,Hibernating
12695.0,6,4,582.1,4,3,2,432,Loyal Customers
12697.0,28,3,957.59,3,3,3,333,Loyal Customers
12700.0,7,4,4939.99,4,3,4,434,Loyal Customers
12701.0,79,2,797.71,2,2,3,223,Hibernating
12702.0,19,1,219.0,3,1,1,311,Promising / Recent Buyers
12703.0,70,1,283.55,2,1,1,211,Hibernating
12704.0,6,8,2340.84,4,4,4,444,Champions
12705.0,14,9,6868.29,4,4,4,444,Champions
12707.0,291,1,603.42,1,1,2,112,Lost Customers
12708.0,29,10,2712.91,3,4,4,344,Loyal Customers
12709.0,14,15,9706.52,4,4,4,444,Champions
12710.0,96,3,1149.02,2,3,3,233,At Risk / Need Attention
12712.0,28,13,4396.13,3,4,4,344,Loyal Customers
12713.0,0,1,848.55,4,1,3,413,Promising / Recent Buyers
12714.0,8,5,4708.86,4,3,4,434,Loyal Customers
12715.0,105,1,343.36,2,1,2,212,Hibernating
12716.0,3,2,1053.49,4,2,3,423,Promising / Recent Buyers
12717.0,150,2,1030.98,1,2,3,123,Hibernating
12718.0,70,1,238.25,2,1,1,211,Hibernating
12719.0,4,2,644.95,4,2,2,422,Promising / Recent Buyers
12720.0,2,25,5781.7300000000005,4,4,4,444,Champions
12721.0,31,6,2656.13,3,4,4,344,Loyal Customers
12722.0,84,4,997.63,2,3,3,233,At Risk / Need Attention
12723.0,3,5,725.07,4,3,3,433,Loyal Customers
12724.0,4,4,1031.41,4,3,3,433,Loyal Customers
12725.0,370,1,427.8,1,1,2,112,Lost Customers
12726.0,27,7,2609.1,3,4,4,344,Loyal Customers
12727.0,10,7,3980.7000000000003,4,4,4,444,Champions
12728.0,70,4,836.33,2,3,3,233,At Risk / Need Attention
12729.0,113,1,453.01,2,1,2,212,Hibernating
12731.0,23,12,18895.91,3,4,4,344,Loyal Customers
12732.0,179,1,236.26000000000002,1,1,1,111,Lost Customers
12733.0,233,1,383.95,1,1,2,112,Lost Customers
12734.0,352,1,110.39999999999999,1,1,1,111,Lost Customers
12735.0,314,2,779.5699999999999,1,2,3,123,Hibernating
12736.0,332,1,234.0,1,1,1,111,Lost Customers
12738.0,371,1,155.35,1,1,1,111,Lost Customers
12739.0,77,2,1013.04,2,2,3,223,Hibernating
12740.0,63,1,427.6,2,1,2,212,Hibernating
12743.0,133,2,540.13,2,2,2,222,Hibernating
12744.0,51,7,21279.29,2,4,4,244,At Risk / Need Attention
12747.0,1,11,4196.01,4,4,4,444,Champions
12748.0,0,209,33053.19,4,4,4,444,Champions
12749.0,3,5,4090.88,4,3,4,434,Loyal Customers
12750.0,128,1,275.88,2,1,1,211,Hibernating
12752.0,80,1,4366.78,2,1,4,214,Hibernating
12753.0,22,6,21429.39,3,4,4,344,Loyal Customers
12754.0,235,3,3010.74,1,3,4,134,At Risk / Need Attention
12755.0,280,2,3811.9500000000003,1,2,4,124,Hibernating
12756.0,86,1,112.08,2,1,1,211,Hibernating
12757.0,15,13,7834.650000000001,4,4,4,444,Champions
12758.0,116,2,2791.59,2,2,4,224,Hibernating
12759.0,51,3,1531.44,2,3,3,233,At Risk / Need Attention
12762.0,7,2,1898.52,4,2,4,424,Promising / Recent Buyers
12763.0,137,2,494.08,2,2,2,222,Hibernating
12764.0,316,1,1693.88,1,1,4,114,Lost Customers
12766.0,3,7,6989.63,4,4,4,444,Champions
12769.0,238,1,1143.6,1,1,3,113,Lost Customers
12770.0,210,1,1351.45,1,1,3,113,Lost Customers
12772.0,59,1,892.47,2,1,3,213,Hibernating
12775.0,16,5,1386.04,4,3,3,433,Loyal Customers
12778.0,19,6,822.23,3,4,3,343,Loyal Customers
12779.0,37,8,3981.36,3,4,4,344,Loyal Customers
12781.0,63,2,826.74,2,2,3,223,Hibernating
12782.0,4,5,2330.92,4,3,4,434,Loyal Customers
12783.0,1,6,2225.91,4,4,4,444,Champions
12784.0,8,2,532.82,4,2,2,422,Promising / Recent Buyers
12785.0,363,1,311.95,1,1,2,112,Lost Customers
12787.0,9,3,463.66,4,3,2,432,Loyal Customers
12789.0,64,1,91.85,2,1,1,211,Hibernating
12790.0,191,1,324.92,1,1,2,112,Lost Customers
12791.0,373,1,192.60000000000002,1,1,1,111,Lost Customers
12792.0,256,1,400.54,1,1,2,112,Lost Customers
12793.0,334,2,545.48,1,2,2,122,Hibernating
12794.0,52,2,860.41,2,2,3,223,Hibernating
12795.0,18,1,430.48,3,1,2,312,Promising / Recent Buyers
12797.0,365,1,254.03,1,1,1,111,Lost Customers
12798.0,9,3,6977.04,4,3,4,434,Loyal Customers
12802.0,186,1,427.58,1,1,2,112,Lost Customers
12808.0,36,3,483.65000000000003,3,3,2,332,Loyal Customers
12809.0,177,1,489.31,1,1,2,112,Lost Customers
12811.0,260,3,514.85,1,3,2,132,At Risk / Need Attention
12812.0,44,1,229.64000000000001,3,1,1,311,Promising / Recent Buyers
12814.0,101,1,125.92,2,1,1,211,Hibernating
12815.0,147,2,1063.46,1,2,3,123,Hibernating
12816.0,95,2,572.2,2,2,2,222,Hibernating
12817.0,280,1,166.04000000000002,1,1,1,111,Lost Customers
12818.0,261,1,1542.08,1,1,3,113,Lost Customers
12820.0,2,4,942.34,4,3,3,433,Loyal Customers
12821.0,213,1,92.72,1,1,1,111,Lost Customers
12822.0,70,2,948.88,2,2,3,223,Hibernating
12823.0,74,5,1759.5,2,3,4,234,At Risk / Need Attention
12824.0,59,1,397.12,2,1,2,212,Hibernating
12826.0,2,7,1474.72,4,4,3,443,Champions
12827.0,5,3,430.15,4,3,2,432,Loyal Customers
12828.0,2,6,1018.71,4,4,3,443,Champions
12829.0,336,2,293.0,1,2,1,121,Hibernating
12830.0,37,6,6814.64,3,4,4,344,Loyal Customers
12831.0,261,1,215.05,1,1,1,111,Lost Customers
12832.0,31,2,383.03000000000003,3,2,2,322,Promising / Recent Buyers
12833.0,144,1,417.38,1,1,2,112,Lost Customers
12834.0,282,1,312.38,1,1,2,112,Lost Customers
12836.0,58,4,2610.36,2,3,4,234,At Risk / Need Attention
12837.0,172,1,134.1,1,1,1,111,Lost Customers
12838.0,33,2,671.95,3,2,3,323,Promising / Recent Buyers
12839.0,2,14,5591.42,4,4,4,444,Champions
12840.0,143,4,2726.77,1,3,4,134,At Risk / Need Attention
12841.0,4,25,3991.58,4,4,4,444,Champions
12842.0,69,2,1118.99,2,2,3,223,Hibernating
12843.0,65,8,1702.26,2,4,4,244,At Risk / Need Attention
12844.0,28,2,325.96000000000004,3,2,2,322,Promising / Recent Buyers
12845.0,266,4,354.09000000000003,1,3,2,132,At Risk / Need Attention
12847.0,21,1,843.64,3,1,3,313,Promising / Recent Buyers
12849.0,30,2,1010.29,3,2,3,323,Promising / Recent Buyers
12851.0,96,1,131.81,2,1,1,211,Hibernating
12852.0,294,1,311.55,1,1,2,112,Lost Customers
12853.0,134,6,1957.1000000000001,2,4,4,244,At Risk / Need Attention
12854.0,78,3,1316.25,2,3,3,233,At Risk / Need Attention
12855.0,372,1,38.1,1,1,1,111,Lost Customers
12856.0,7,6,2170.78,4,4,4,444,Champions
12857.0,210,2,1106.4,1,2,3,123,Hibernating
12863.0,51,1,521.2,2,1,2,212,Hibernating
12864.0,137,1,147.12,2,1,1,211,Hibernating
12865.0,25,2,1568.23,3,2,3,323,Promising / Recent Buyers
12866.0,282,1,559.12,1,1,2,112,Lost Customers
12867.0,25,7,4009.34,3,4,4,344,Loyal Customers
12868.0,185,6,1607.0600000000002,1,4,3,143,At Risk / Need Attention
12871.0,83,2,380.64,2,2,2,222,Hibernating
12872.0,326,2,599.97,1,2,2,122,Hibernating
12873.0,281,1,374.0,1,1,2,112,Lost Customers
12875.0,142,2,343.2300000000001,1,2,2,122,Hibernating
12876.0,57,2,2218.02,2,2,4,224,Hibernating
12877.0,3,12,1535.77,4,4,3,443,Champions
12878.0,235,2,854.99,1,2,3,123,Hibernating
12879.0,44,3,573.22,3,3,2,332,Loyal Customers
12881.0,275,1,298.0,1,1,1,111,Lost Customers
12882.0,8,2,1463.04,4,2,3,423,Promising / Recent Buyers
12883.0,24,4,703.47,3,3,3,333,Loyal Customers
12884.0,87,1,309.05,2,1,2,212,Hibernating
12885.0,62,3,1175.22,2,3,3,233,At Risk / Need Attention
12886.0,67,2,1378.4,2,2,3,223,Hibernating
12888.0,213,2,354.12,1,2,2,122,Hibernating
12890.0,23,1,376.71999999999997,3,1,2,312,Promising / Recent Buyers
12891.0,185,3,331.0,1,3,2,132,At Risk / Need Attention
12893.0,30,1,176.55,3,1,1,311,Promising / Recent Buyers
12895.0,41,2,372.8,3,2,2,322,Promising / Recent Buyers
12897.0,204,2,216.5,1,2,1,121,Hibernating
12901.0,8,28,17654.54,4,4,4,444,Champions
12902.0,264,1,138.68,1,1,1,111,Lost Customers
12904.0,17,2,496.06,4,2,2,422,Promising / Recent Buyers
12906.0,11,5,2919.81,4,3,4,434,Loyal Customers
12908.0,175,2,750.0,1,2,3,123,Hibernating
12909.0,39,5,2178.67,3,3,4,334,Loyal Customers
12910.0,22,8,3075.04,3,4,4,344,Loyal Customers
12912.0,2,5,1662.3,4,3,4,434,Loyal Customers
12913.0,4,5,2483.63,4,4,4,444,Champions
12915.0,148,2,363.65,1,2,2,122,Hibernating
12916.0,138,4,2944.95,2,3,4,234,At Risk / Need Attention
12917.0,127,1,594.0,2,1,2,212,Hibernating
12919.0,7,6,1335.19,4,4,3,443,Champions
12920.0,16,1,162.78,4,1,1,411,Promising / Recent Buyers
12921.0,8,37,16587.09,4,4,4,444,Champions
12922.0,160,1,405.38,1,1,2,112,Lost Customers
12923.0,63,1,172.82,2,1,1,211,Hibernating
12924.0,87,4,933.7,2,3,3,233,At Risk / Need Attention
12925.0,4,2,694.05,4,2,3,423,Promising / Recent Buyers
12928.0,34,5,2062.7,3,4,4,344,Loyal Customers
12929.0,311,1,117.85,1,1,1,111,Lost Customers
12930.0,77,2,415.8,2,2,2,222,Hibernating
12931.0,21,15,42055.96,3,4,4,344,Loyal Customers
12933.0,23,3,607.53,3,3,2,332,Loyal Customers
12935.0,1,7,2160.7,4,4,4,444,Champions
12936.0,16,4,1063.9,4,3,3,433,Loyal Customers
12937.0,14,4,1504.27,4,3,3,433,Loyal Customers
12938.0,25,1,114.14,3,1,1,311,Promising / Recent Buyers
12939.0,63,8,11581.8,2,4,4,244,At Risk / Need Attention
12940.0,54,2,899.69,2,2,3,223,Hibernating
12942.0,130,3,675.6,2,3,3,233,At Risk / Need Attention
12944.0,35,2,604.51,3,2,2,322,Promising / Recent Buyers
12945.0,287,1,462.95,1,1,2,112,Lost Customers
